,name_en,text,type
526,Golden Rune [6],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain many runes.

Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Use to gain many runes",goods
527,Golden Rune [7],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain many runes.

Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Use to gain many runes",goods
528,Golden Rune [8],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain many runes.

Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Use to gain many runes",goods
529,Golden Rune [9],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain many runes.

Those born at the foot of the Erdtree are blessed. At least, that is the enduring belief of the people of the plateau. Use to gain many runes",goods
530,Golden Rune [10],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain a great many runes.

The grace of gold blessed those who were first to serve it with the most vivid coloration. Use to gain a great many runes",goods
531,Golden Rune [11],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain a great many runes.

The grace of gold blessed those who were first to serve it with the most vivid coloration. Use to gain a great many runes",goods
532,Golden Rune [12],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain a great many runes.

The grace of gold blessed those who were first to serve it with the most vivid coloration. Use to gain a great many runes",goods
533,Golden Rune [13],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain a great many runes.

The grace of gold blessed those who were first to serve it with the most vivid coloration. Use to gain a great many runes",goods
534,Numen's Rune,"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain a multitude of runes.

The Numen are said to have come from outside the Lands Between, and are in fact of the same stock as Queen Marika herself. Use to gain a multitude of runes",goods
535,Hero's Rune [1],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain an abundance of runes.

There were once heroes who walked the battlefields, abundantly blessed by the Erdtree itself, who upon earning their honor simply died. Use to gain an abundance of runes",goods
536,Hero's Rune [2],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain an abundance of runes.

There were once heroes who walked the battlefields, abundantly blessed by the Erdtree itself, who upon earning their honor simply died. Use to gain an abundance of runes",goods
537,Hero's Rune [3],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain an abundance of runes.

There were once heroes who walked the battlefields, abundantly blessed by the Erdtree itself, who upon earning their honor simply died. Use to gain an abundance of runes",goods
538,Hero's Rune [4],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain an abundance of runes.

There were once heroes who walked the battlefields, abundantly blessed by the Erdtree itself, who upon earning their honor simply died. Use to gain an abundance of runes",goods
539,Hero's Rune [5],"Grace that dwells within the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain an abundance of runes.

There were once heroes who walked the battlefields, abundantly blessed by the Erdtree itself, who upon earning their honor simply died. Use to gain an abundance of runes",goods
540,Lord's Rune,"Grace that dwells within the inhabitants of the Lands Between; true vestiges of gold.

Use to gain an enormous abundance of runes.

Runes of one who was destined to become a Lord, but when the Elden Ring was shattered, all that remained was a distant duty. Use to gain an enormous abundance of runes",goods
541,Remembrance of the Grafted,"Remembrance of Godrick, the Grafted, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

A feeble man sought power through the grotesque act of grafting. ""One day we'll return together, to our home, bathed in rays of gold."" Take the power of its namesake via Finger Reader",goods
542,Remembrance of the Starscourge,"Remembrance of Starscourge Radahn, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

The Red Lion General wielded gravitational powers which he learned in Sellia during his younger days. All so he would never have to abandon his beloved but scrawny steed. Take the power of its namesake via Finger Reader",goods
543,Remembrance of the Omen King,"Remembrance of Morgott, the Omen King, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

Though born one of the graceless Omen, Morgott took it upon himself to become the Erdtree's protector. He loved not in return, for he was never loved, but nevertheless, love it he did. Take the power of its namesake via Finger Reader",goods
544,Remembrance of the Blasphemous,"Remembrance of Rykard, Lord of Blasphemy, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

Rykard took the form of a giant serpent that he might devour, grow, and live eternally. ""I understand. The road of blasphemy is long and perilous. One cannot walk it unprepared to sin."" Take the power of its namesake via Finger Reader",goods
545,Remembrance of the Rot Goddess,"Remembrance of Malenia, Goddess of Rot, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

Miquella and Malenia are both the children of a single god. As such they are both Empyreans, but suffered afflictions from birth. One was cursed with eternal childhood, and the other harbored rot within. Take the power of its namesake via Finger Reader",goods
546,Remembrance of the Blood Lord,"Remembrance of Mohg, Lord of Blood, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

Wishing to raise Miquella to full godhood, Mohg wished to become his consort, taking the role of monarch. But no matter how much of his bloody bedchamber he tried to share, he received no response from the young Empyrean. Take the power of its namesake via Finger Reader",goods
547,Remembrance of the Black Blade,"Remembrance of Maliketh, the Black Blade, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

Maliketh was a shadowbound beast given to his Empyrean. Marika's sole need of her shadow was a vessel to lock away Destined Death. Even then, she betrayed him. Take the power of its namesake via Finger Reader",goods
548,Remembrance of Hoarah Loux,"Remembrance of the warrior Hoarah Loux, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

When Godfrey, first Elden Lord was robbed of his grace, becoming Tarnished, he took with him his kinfolk and left the Lands Between.

After the Long March of the Tarnished came to an end, Godfrey divested himself of kingship, becoming a simple warrior once more. Take the power of its namesake via Finger Reader",goods
549,Remembrance of the Dragonlord,"Remembrance of Dragonlord Placidusax, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

The Dragonlord whose seat lies at the heart of the storm beyond time is said to have been Elden Lord in the age before the Erdtree. Once his god was fled, the lord continued to await its return. Take the power of its namesake via Finger Reader",goods
550,Remembrance of the Full Moon Queen,"Remembrance of Rennala, Queen of the Full Moon, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

In her youth, Rennala was a prominent champion who charmed the academy with her lunar magic, becoming its master. She also led the Glintstone Knights and established the house of Caria as royalty. Take the power of its namesake via Finger Reader",goods
551,Remembrance of the Lichdragon,"Remembrance of Lichdragon Fortissax, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

After Godwyn the Golden became the Prince of Death, the ancient dragon fought long and hard against the Death within its companion. Alas, victory was never achieved and its only reward was corruption. Take the power of its namesake via Finger Reader",goods
552,Remembrance of the Fire Giant,"Remembrance of Fire Giant, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

The Fire Giant is a survivor of the War against the Giants. Upon realizing the flames of their forge would never die, Queen Marika marked him with a curse. ""O trifling giant, mayest thou tend thy flame for eternity."" Take the power of its namesake via Finger Reader",goods
553,Remembrance of the Regal Ancestor,"Remembrance of the Regal Ancestor Spirit, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

Ancestral spirits exist as a phenomenon beyond the purview of the Erdtree. Life sprouts from death, as it does from birth. Such is the way of the living. Take the power of its namesake via Finger Reader",goods
554,Elden Remembrance,"Remembrance of the Elden Beast, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

It was the vassal beast of the Greater Will and living incarnation of the concept of Order. Take the power of its namesake via Finger Reader",goods
555,Remembrance of the Naturalborn,"Remembrance of Astel, Naturalborn of the Void, hewn into the Erdtree.

The power of its namesake can be unlocked by the Finger Reader.
Alternatively, it can be used to gain a great bounty of runes.

A malformed star born in the lightless void far away. Once destroyed an Eternal City and took away their sky. An falling star of ill omen. Take the power of its namesake via Finger Reader",goods
556,Lands Between Rune,"Grace said to have once dwelled in the eyes of the inhabitants of the Lands Between; the lingering residue of gold.

Use to gain many runes.

No grace resides in the eyes of the Tarnished; if it ever did, it is now lost. Use to gain many runes",goods
557,Omen Bairn,"Doll of a curseborn bairn.

Uses FP to unleash wraiths that chase down foes.

Omen babies have all their horns excised, causing most to perish. These fetishes are made to memorialize them.

""Please, don't hate me, or curse me. Please."" Uses FP to unleash wraiths that chase down foes",goods
558,Regal Omen Bairn,"Doll of a curseborn bairn from the Erdtree's royal line.

Uses FP to unleash many wraiths that chase down foes.

Omen babies born of royalty do not have their horns excised, but instead are kept underground, unbeknownst to anyone, imprisoned for eternity.

These memorial fetishes are fashioned in secret. Uses FP to unleash many wraiths that chase down foes",goods
559,Miranda's Prayer,"This statuette depicts a flower that preys on humans, posed in prayer.

Uses FP to call down a deluge of light.

Miranda, maiden of the Flower Crucible is said to have been the very first of this breed. Uses FP to call down a deluge of light",goods
560,Cuckoo Glintstone,"Lump of broken glintstone enwreathed with magic power. A ""faux sorcery"" used by the Knights of the Cuckoo. Craftable item.

Launched straight ahead, using FP. A magic bolt springs forth from the point of impact. Uses FP to produce a magic bolt",goods
561,Large Glintstone Scrap,"Large piece of glintstone tinged with unstable magic. Found in crystal tunnels.

Break gem, using FP to produce a magic bolt.

Poor quality and thereby easily broken, a sorcerer wouldn't give it a second look. Break gem and use FP to produce many magic bolts",goods
562,Holy Water Grease,"Grease which holds the blessing of the Erdtree.
Craftable item.

Consumes FP when coated on weapon, allowing
it to deal magical damage and purify those who
have lived beyond death.

There is no place in the Golden Order for those
who have exceeded life's bounds. These blemishes
must be hunted down by the Virtuous. Consumes FP, allowing weapon to purify undead foes",goods
563,Warming Stone,"Ruin Fragment blessed with an incantation of the Two Fingers. Craftable item.

Uses FP to generate warmth, continuously restoring the HP of those nearby.

It's said that the Erdtree was once as warm as the gentle sun, and would gradually heal all who bathed in its rays. Uses FP to continuously heal nearby allies",goods
564,Frenzyflame Stone,"Ruin Fragment blessed with an incantation of the Three Fingers. Craftable item.

Uses FP to generate warmth, continuously restoring the HP of those who host the frenzied flame.

Confers madness upon those who have not adopted the flame. Take care not to mistake this for its gentler cousin. Uses FP to continuously heal chaos followers",goods
565,Scriptstone,"Ruin Fragment with a cipher inscription.
Craftable item.

Uses FP to reveal more messages from other worlds.

Words are gregarious things, drawn to one another much as people are. Reveals more messages from other worlds",goods
566,Bewitching Branch,"Tree branch blessed with an incantation of unalloyed gold.
Craftable item.

Pierce a foe, using FP to turn them into a temporary ally.

The Empyrean Miquella is loved by many people. Indeed, he has learned very well how to compel such affection. Uses FP to charm pierced enemy",goods
567,Baldachin's Blessing,"Favor bestowed by a deathbed companion. Protection of a hidden temple in the guise of a bedchamber.

Uses FP to temporarily boost poise.

The favor allows one to forget any aches and pains. In Death, there is only peace, for in Death, there can be no sensation. Uses FP to temporarily boost poise",goods
568,Radiant Baldachin's Blessing,"Protection of a hidden temple in the guise of a bedchamber. This blessing is of the utmost rarity.

Uses FP to temporarily raise poise.
The effect lasts longer than a mere favor.

It's said a deathbed companion will only produce a blessing of this kind for a champion but once in her entire life. The sole blessing which she imbues of her own volition. Uses FP to temporarily boost poise",goods
569,Uplifting Aromatic,"Art of the perfumers who fought in the Shattering.
Craftable with a perfume bottle.

Uses FP to raise the attack power of the user and nearby allies while also reducing the damage from one incoming attack by half.

This aromatic has an extremely potent morale-raising effect that makes those accustomed to it fearless in the face of death. It was this influence that made the perfumers exceptional commanders. Boosts ally attack power and reduces incoming damage once",goods
570,Spark Aromatic,"Art of the perfumers who fought In the Shattering.
Craftable with a perfume bottle.

Uses FP to broadly scatter sparks in a wide arc straight ahead.

Though fire was prohibited to those who served the Erdtree, this rule was forgotten as the war drew ever on. Uses FP to scatter sparks in a wide area",goods
571,Ironjar Aromatic,"Forbidden art of depraved perfumers.
Craftable with a perfume bottle.

Uses FP to temporarily turn body to steel, boosting poise, resistances and damage negation at the expense of mobility and vulnerability to lightning.

An art that requires fragments of hunted noble jars. Depraved perfumers are plainly in league with jar poachers. Uses FP to temporarily turn wielder's body to steel",goods
572,Bloodboil Aromatic,"Forbidden art of depraved perfumers.
Craftable with a perfume bottle.

Uses FP to enter a temporary state of fervor, raising maximum attack power and stamina while also increasing damage received.

""Even upon the battlefield, do you fear being wounded? Take a good look. Your limbs are frozen stiff."" Uses FP to enter a temporary state of fervor",goods
573,Poison Spraymist,"Forbidden art of depraved perfumers.
Craftable with a perfume bottle.

Uses FP to release a poison mist from user's mouth, causing a buildup of poison.

Perfumed powder is held in the mouth to dissolve before being expelled. It was once a restorative art, or so it is said. Uses FP to release poison mist from the mouth",goods
574,Acid Spraymist,"Forbidden art of depraved perfumers.
Craftable with a perfume bottle.

Uses FP to release an acidic mist from user's mouth, damaging armaments and temporarily lowering attack power.

Perfumed powder is held in the mouth to dissolve before being expelled. It was once a restorative art, or so it is said. Uses FP to release acid mist from the mouth",goods
575,Gavel of Haima,"One of the glintstone sorceries of the Academy of Raya Lucaria.

Creates a magical greathammer and slams it down.
Allows one follow-up attack.

Drawn from the scholarly conspectus of Haima, the adjudicator of the academy, this sorcery employs might as a means to quell conflict. Attacks using a magic greathammer",goods
576,Terra Magicus,"One of the glintstone sorceries of the Academy of Raya Lucaria.

Draws an academy sigil upon the ground, raising the magic strength of those within.

Once, the sigil would be cast from the highest belfry of the academy, covering the entire institution's grounds. This spell allows such vivid experience of spell-casting success, it turns many a fledgling into a true sorcerer in a flash of newfound understanding. Raises the magic strength of those within the sigil",goods
577,Starlight,"One of the glintstone sorceries of the Academy of Raya Lucaria.

Creates a small, floating star light that illuminates surroundings.
This sorcery can be cast while in motion.

Granted to sorcerers who depart from the academy to embark on journeys. Even during the blackest nights, sojourns underground, or imprisonment in gaol, the stars are never far from a sorcerer's side. Creates star light to illuminate surroundings",goods
578,Comet Azur,"Legendary sorcery devised by Azur, primeval sorcerer.

Fires a tremendous comet in a torrent akin to the distant starry expanse, the place said to be the origin of glintstone.
Hold to continue releasing the sorcery's power.

When Azur glimpsed into the primeval current, he saw darkness. He was left both bewitched and fearful of the abyss. Fires a tremendous comet within a starry torrent",goods
579,Founding Rain of Stars,"The eldest primeval sorcery, said to have been discovered by an ancient astrologer. A sorcery of legendary status.

Summons a dark cloud of stars overhead. Shortly after, the cloud will release a violent deluge of star rain. This sorcery can be cast while in motion. Charging increases potency.

Thought to be the founding glintstone sorcery. The glimpse of the primeval current that the astrologer saw became real, and the stars' amber rained down on this land. Releases a downpour of star rain for a while",goods
580,Stars of Ruin,"Legendary sorcery devised by Lusat, primeval sorcerers.

Fires twelve dark shooting stars that pursue the target.
This sorcery can be cast while in motion. Charging increases potency.

When Lusat glimpsed into the primeval current, he beheld the final moments of a great star cluster, and upon seeing it, he too was broken. Fires twelve dark shooting stars that pursue foes",goods
581,Glintblade Phalanx,"One of the sorceries of the Carian royal family.

Creates a defensive arch of magic glintblades overhead, which automatically attack nearby foes.
This sorcery can be cast while in motion.

Bestowed upon the enchanted Carian knights, who combined this art with their swordsmanship to maintain pressure upon their foes, striking in waves of steel and sorcery. Forms a defensive arch of magic glintblades",goods
582,Carian Phalanx,"One of the sorceries of the Carian royal family.

Creates a defensive arch of numerous magic glintblades overhead, which automatically attack nearby foes.
This sorcery can be used cast while in motion.

An enhanced version of the glintblade sorcery used by enchanted knights. Forms a defensive arch of numerous magic glintblades",goods
583,Greatblade Phalanx,"One of the sorceries of the Carian royal family.

Creates a defensive arch of larger magic glintblades overhead, which automatically attack nearby foes.

Used by the enchanted troll knights.
They were the comrades of the young Rennala, bound by oath. Forms a defensive arch of larger magic glintblades",goods
584,Rennala's Full Moon,"Sorcery associated with the Carian queen.

Uses the caster as a vessel to incarnate a full moon, then sends it floating toward foes. The full moon dispels all sorcery that touches it, and temporarily reduces magic damage negation for those it strikes.

Queen Rennala encountered this enchanting moon when she was young, and later, it would bewitch the academy. Incarnate a full moon and launch it at foes",goods
585,Ranni's Dark Moon,"Legendary sorcery associated with the Carian queen.

Uses the caster as a vessel to incarnate a cold, dark moon, then sends it floating toward foes. The dark moon dispels all sorcery that touches it, and temporarily reduces magic damage negation for those it strikes.

This moon was encountered by a young Ranni, led by the hand of her mother, Rennala. What she beheld was cold, dark, and veiled in occult mystery. Incarnate a cold, dark moon and launch it at foes",goods
586,Magic Downpour,"One of the sorceries of the Carian royal family.

Summons a mass of magic that fires projectiles over a wide area.
This sorcery can be cast while in motion. Charging extends duration.

Said to have been taught by the Crystalians to mark the swearing of the old concord. Summon a magic mass that sprays projectiles over area",goods
587,Loretta's Greatbow,"Sorcery used by Royal Knight Loretta.

Creates a magic greatbow and fires a great arrow.
Charging enhances potency. Hold to keep the great arrow nocked.

It is said that the bow was Loretta's favored weapon. Fires great arrow from a magic greatbow",goods
588,Loretta's Mastery,"Sorcery used by Loretta, Knight of the Haligtree.

Creates a magic greatbow and fires four great arrows simultaneously.
Charging enhances potency. Hold to keep the great arrows nocked.

Developed by Loretta after her long, bloody journey to seek out a place where the Albinaurics could live in peace. Fires four great arrows from magic greatbow at once",goods
589,Magic Glintblade,"An old sorcery of the Carian royal family.

Creates a sigil overhead, from which an enemy-seeking glintblade appears after a brief delay.
This sorcery can be used while in motion. Charging increases the delay.

Said to be the prototype of the sword-phalanx sorceries wielded by royal enchanted knights. Creates sigil that forms a projectile glintblade after delay",goods
590,Glintstone Icecrag,"Sorcery said to have been used by the old snow witch.

The glintstone serves as a conduit, launching a mass of cold magic.
This sorcery can be cast repeatedly and while in motion.

The snowy crone taught the young Ranni to fear the dark moon as she imparted her cold sorcery. Fires mass of cold magic from glintstone",goods
591,Zamor Ice Storm,"Ice sorcery of the Town of Zamor.

Strike the ground with the staff to create a freezing tornado.
Charging enhances potency.

Cloaked in icy tempests, the knights of Zamor have challenged the Fire Giants since ancient times. Thrust staff into ground to create freezing tornado",goods
592,Freezing Mist,"Sorcery said to have been used by the old snow witch.

Releases a cold mist before the caster.
This sorcery can be cast while in motion. Charging enhances range of the mist.

The snowy crone taught the young Ranni to fear the dark moon as she imparted her cold sorcery. Releases cold mist before caster",goods
593,Carian Greatsword,"One of the sorceries of the Carian royal family.

Conjures a magic greatsword and then delivers a sweeping blow.
This sorcery can be cast repeatedly.

Armed with this spell, sorcerers gain the strength of knights, their loyalty sworn to the moon. Performs sweeping slash using magical greatsword",goods
594,Adula's Moonblade,"Sorcery of Adula, the Glintstone Dragon.

Conjures a cold magic greatsword, then delivers a sweeping blow that launches a blade-like projectile of frost.
This sorcery can be cast repeatedly.

Adula, a devourer of sorcerers, was bested by Ranni and subsequently swore a knightly oath to her Dark Moon. Sweeping slash followed by cold blade projectile",goods
595,Carian Slicer,"One of the sorceries of the Carian royal family.

Conjures a magic sword and delivers a swift sweeping slash. 
This sorcery can be used without delay after performing another action.

Even among the Carian sword sorceries, this is a notably effective technique. Performs swift sweeping slash using magical sword",goods
596,Carian Piercer,"One of the sorceries of the Carian royal family.

Conjures a magic greatsword to impale foes.
Charging lengthens the initial step in.

This sorcery forms a counterpart to Carian Greatsword.
Highly lethal when used against single foes riding alone. Impales foes with magical greatsword",goods
597,Scholar's Armament,"One of the glintstone sorceries of the Academy of Raya Lucaria.

Enchants armament held in the right hand with magic-affinity attacks.
This sorcery can be cast while in motion.

Taught to the Knights of the Cuckoo by the academy as payment for their contract. Enchants right-hand armament with magic damage",goods
598,Scholar's Shield,"One of the glintstone sorceries of the Academy of Raya Lucaria.

Enchants shield held in the left hand with additional damage negation.
This sorcery can be cast while in motion.

Taught to the Knights of the Cuckoo by the academy as payment for their contract. Enhances left-hand shield damage negation",goods
599,Lucidity,"One of the sorceries of the Carian royal family.

Alleviates buildup of sleep and madness.
This sorcery can be cast while in motion.

The Carian knights never waver. Alleviates buildup of sleep and madness",goods
600,Frozen Armament,"Sorcery said to have been used by the old snow witch.

Enchants armament held in the right hand with frost.
This sorcery can be cast while in motion.

The snowy crone taught the young Ranni to fear the dark moon as she imparted her cold sorcery. Enchants right-hand armament with frost",goods
601,Shattering Crystal,"Sorcery of the mysterious Crystalians.

Creates a mass of crystal, then shatters it in a forward burst.
Charging enhances potency.

The Crystalians are inorganic beings, yet they live. They cleave close to the ideals of the primeval current, and as such, they are revered guests of the sorcerers. Creates crystal mass that shatters in forward burst",goods
602,Crystal Release,"Sorcery of the mysterious Crystalians.

Creates a mass of crystal, then shatters it to scour a wide area with a violent rain of crystal shards.

This sorcery is used by high-ranking adepts among the Crystalians. Some also call this sorcery ""the Crystal Sun."" Scours area with violent rain of crystal shards",goods
603,Crystal Torrent,"Sorcery of the mysterious Crystalians.

Creates a mass of crystal, then fires off shards in rapid succession.
Hold to continue firing shards.

The wrath of the Crystalians encapsulated in sorcery. Each shard is of substantial size, making even a stray blow capable of inflicting a severe wound. Creates crystal mass that fires stream of crystal shards",goods
604,Ambush Shard,"One of the night sorceries of Sellia, Town of Sorcery.

Launches a projectile from a distance removed from the caster, so as to strike the enemy from behind.
This sorcery can be cast repeatedly.

The Sellian sorcerers were assassins, and it is said that they often hunted their fellows. Strikes from behind with projectile fired from distance",goods
605,Night Shard,"One of the night sorceries of Sellia, Town of Sorcery.

Swiftly fires a semi-invisible projectile.
This sorcery can be used without delay after performing another action.

The Sellian sorcerers were assassins, and it is said that they often hunted their fellows. Swiftly fires semi-invisible magic projectile",goods
606,Night Comet,"One of the night sorceries of Sellia, Town of Sorcery.

Fires a semi-invisible magic comet.
This sorcery can be cast repeatedly and while in motion. Charging enhances potency.

The Sellian sorcerers were assassins, and it is said that they often hunted their fellows. Fires semi-invisible magic comet",goods
607,Thops's Barrier,"The lifelong pursuit of Thops the Bluntstone.

Creates a magic forcefield that deflects sorceries and incantations.
Hold to continuously create barriers.

Future generations will learn. They will know the foolishness of the sneering sorcerers who ridiculed this theory, little realizing that it was in fact a discovery worthy of a new conspectus of the academy. Erect a magic forcefield to deflect spells",goods
608,Carian Retaliation,"One of the sorceries of the Carian royal family.

Swing your staff to dispel incoming sorceries and incantations, using their power to retaliate with glintblades.

This was the Carian royal family's secret means to prepare against the disloyalty of the academy. The moon and stars would one day go their separate ways. Dispels enemy spells and retaliates with glintblades",goods
609,Eternal Darkness,"Forbidden sorcery of Sellia, Town of Sorcery.

Creates a space of darkness that draws in sorceries and incantations.
This sorcery can be cast while in motion.

Originally a lost sorcery of the Eternal City; the despair that brought about its ruin made manifest. Creates dark space that draws in spells",goods
610,Unseen Blade,"One of the night sorceries of Sellia, Town of Sorcery.

Enchants armament held in right hand, making it completely invisible.
This sorcery can be cast while in motion.

Used by Sellian assassins to present themselves as unarmed sorcerers. Makes right-hand armament completely invisible",goods
611,Unseen Form,"One of the night sorceries of Sellia, Town of Sorcery.

Makes the caster semi-invisible.
While on horseback, effect extends to cover the mount.
This sorcery can be cast while in motion.

The Sellian assassins considered every option that aided their dirty work. Makes the caster semi-invisible",goods
612,Meteorite,"One of the glintstone sorceries that manipulates gravitational forces.

Summons a void that emits a rain of small meteorites.
Hold to continue the effect.

This sorcery originates from the Onyx Lords, who had skin of stone, and were called lords in reverential fear of their destructive power. Calls small meteorites down from the sky",goods
613,Meteorite of Astel,"One of the glintstone sorceries that manipulates gravitational forces.

Summons a void that emits a hail of meteorites.
Hold to continue the effect.

A manifestation of the power with which Astel leveled the Eternal City. Calls a hail of small meteorites from the void",goods
614,Rock Sling,"One of the glintstone sorceries that manipulates gravitational forces.

Pulls a clump of rocks from the earth and sends them flying.
This sorcery can be cast while in motion.

A gravitational technique studied by the young Radahn. His master was an Alabaster Lord with skin of stone. Summons rocks from the earth and sends it flying",goods
615,Gravity Well,"One of the glintstone sorceries that manipulates gravitational forces.

Fires a projectile of condensed gravitational force. Those struck by it will be pulled toward the caster.
Charging enhances potency.

A gravitational technique studied by the young Radahn. His master was an Alabaster Lord with skin of stone. Pulls foes toward caster with gravity projectile",goods
616,Collapsing Stars,"One of the glintstone sorceries that manipulates gravitational forces.

Fires numerous gravitational projectiles. Any foes struck will be pulled toward the caster.
Charging enhances potency.

A gravitational technique mastered by the young Radahn.
""I thank you for your tutelage, for now I can challenge the stars."" Pulls foes toward caster with gravity projectile volley",goods
617,Magma Shot,"One of the sorceries developed from the magma of Mt. Gelmir.

Fires a lump of magma that explodes on contact.
Charging enhances potency.

After discovering the ancient hexes of Gelmir, Rykard, son of Queen Rennala, brought them back into practical use as new forms of sorcery. Fires lump of magma that explodes on contact",goods
618,Gelmir's Fury,"One of the sorceries developed from the magma of Mt. Gelmir.

Conjures a surge of magma from the earth, covering the area.
Charging extends the surge of magma.

This sorcery is held to represent the fury of the volcano, but the arrogance of attempting to harness it is solely that of men and serpents. Covers area with surge of magma from the earth",goods
619,Roiling Magma,"One of the sorceries developed from the magma of Mt. Gelmir.

Fires a lump of condensed magma that explodes a short delay after hitting the target.
Charging enhances potency and further delays the explosion.

After discovering the ancient hexes of Gelmir, Rykard, son of Queen Rennala, brought them back into practical use as new forms of sorcery. Fires lump of magma that explodes after delay",goods
620,Rykard's Rancor,"The terrible power of Rykard, Lord of Blasphemy.

Summons searing spirits that leave a trail of delayed explosions in their wake.

These spirits manifest from the rancor of heroes who met a violent end. The lord granted them an audience, whereupon they were welcomed by the maw of the great serpent—and within the serpent's bowels, they became the lord's kin. Releases searing spirits that repeatedly explode after delay",goods
621,Briars of Sin,"An aberrant sorcery discovered by exiled criminals.
Theirs are the sorceries most reviled by the academy.

Wounds the caster with thorns of sin, creating a spiral of bloodthorns.
This sorcery can be cast repeatedly, up to three times.

The guilty, their eyes gouged by thorns, lived in eternal darkness. There, they discovered the blood star. Summons thorns from a whorl of own blood",goods
622,Briars of Punishment,"An aberrant sorcery discovered by exiled criminals.
Theirs are the sorceries most reviled by the academy.

Wounds the caster with thorns of sin, sending a trail of bloodthorns running over the ground to impale enemies from below.
This sorcery can be cast repeatedly.

The guilty, their eyes gouged by thorns, lived in eternal darkness. There, they discovered the blood star. Wounds caster to unleash trail of bloodthorns",goods
623,Ancient Death Rancor,"Sorcery of the servants of Death.

Summons a horde of vengeful spirits that chase down foes. Charging enhances potency.

They are cinders of the ancient death hex, raked from the fires of ghostflame by Deathbirds. Summons horde of vengeful spirits that chase down foes",goods
624,Oracle Bubbles,"Sorcery of the claymen who served as priests in the ancient dynasty.

Produces several small magical bubbles that drift towards foes before they naturally pop.
Charging increases the delay before the bubbles pop.

The claymen search for lost oracles within their bubbles. Launches several small magic bubbles",goods
625,Great Oracular Bubble,"Sorcery of the claymen who served as priests in the ancient dynasty.

Produces a gigantic magical bubble that drifts towards foes before it naturally ruptures.
Charging increases the delay before the bubble pops.

The claymen search for lost oracles within their bubbles. Launches a large magic bubble",goods
626,"O, Flame!","Incantation of the Fire Monks.

Momentarily sparks roaring flame from the caster's hand.
Charging enhances potency.

The Giants' Flame still smolders upon the distant northern mountaintop, and the Fire Monks are its guardians. Momentarily sparks roaring flame from hand",goods
627,"Whirl, O Flame!","Superior incantation of the Fire Monks.

Creates a spiraling stream of fire that burns the area before the caster.
Charging enhances potency and reach.

Fire beguiles those who gaze into it. And so the guardians of the Flame are also its worshippers. Sweeps area before caster with stream of fire",goods
